GO:0043383	1.41748435211753e-09
GO:0045060	4.69659955371071e-09
GO:0015884	7.20438098067433e-09
GO:0002820	1.46442629134214e-08
GO:0002823	1.70513649866422e-08
GO:0009133	2.80453932299807e-08
GO:1904447	3.05639418218817e-08
GO:0002710	1.38425546913901e-07
GO:0009188	1.8964934200838e-07
GO:0043302	1.90727887483533e-07
GO:0002707	2.01646871866856e-07
GO:0002826	2.04783177970569e-07
GO:0046639	2.26535190273047e-07
GO:0019748	2.27335283820018e-07
GO:0007220	2.47312986645376e-07
GO:0009404	2.8492861925411e-07
GO:0006172	3.12289175852243e-07
GO:0009180	3.12289175852243e-07
GO:0007512	3.15767743508388e-07
GO:0021536	3.16817296619476e-07
GO:0044532	3.2396774085619e-07
GO:0052150	3.2396774085619e-07
GO:0052433	3.2396774085619e-07
GO:0033292	3.52315889906585e-07
GO:0002704	3.57731231526159e-07
GO:0043385	3.66611451307897e-07
GO:0046222	3.66611451307897e-07
GO:1901376	3.66611451307897e-07
GO:0001991	3.7027877575202e-07
GO:0045061	3.85665592017581e-07
GO:0046940	4.65163597640483e-07
GO:0032730	4.80506048283758e-07
GO:0052428	5.40202965360059e-07
GO:0001783	5.4343108457644e-07
GO:0032687	5.92619654460336e-07
GO:0006833	5.96787511408792e-07
GO:0042416	6.37911480971809e-07
GO:0042133	6.56116314279309e-07
GO:0031342	7.18437443980591e-07
GO:0045058	7.61691170136913e-07
GO:0015670	7.74245870194257e-07
GO:0046130	8.2041599891447e-07
GO:0042492	8.782163931631e-07
GO:0009713	9.22900026845141e-07
GO:0042423	9.22900026845141e-07
GO:1900426	9.82908097912905e-07
GO:0060174	1.00480101328237e-06
GO:0000255	1.02798755319267e-06
GO:0002286	1.02927920420104e-06
GO:0034138	1.03645897264748e-06
GO:0099024	1.09617696697484e-06
GO:0002719	1.11654792789295e-06
GO:0032930	1.16061421562286e-06
GO:0043300	1.21706226974272e-06
GO:0046635	1.22416029424421e-06
GO:0035590	1.36572852837968e-06
GO:0002922	1.43166317667642e-06
GO:0016540	1.44225226283989e-06
GO:0035333	1.46542177403841e-06
GO:0036336	1.75442136129966e-06
GO:0044531	1.78824383634257e-06
GO:0052040	1.78824383634257e-06
GO:0052248	1.78824383634257e-06
GO:0033627	2.04425999517088e-06
GO:1901098	2.06820932868723e-06
GO:0032928	2.17984424055739e-06
GO:0036037	2.21858230520233e-06
GO:0016266	2.26009575776676e-06
GO:0003081	2.36650651919135e-06
GO:0006152	2.39284887026958e-06
GO:0030948	2.40857284361518e-06
GO:0097242	2.43487098683381e-06
GO:0061370	2.44097825874423e-06
GO:0017144	2.59462721852177e-06
GO:0001915	2.71652569505676e-06
GO:0046629	2.74967666058501e-06
GO:0007586	2.79347360598869e-06
GO:0001910	2.84664503158449e-06
GO:0006968	2.99018574767551e-06
GO:0071384	2.99904286904518e-06
GO:2001185	3.025075455243e-06
GO:0042554	3.13032227661214e-06
GO:0006911	3.26342479040065e-06
GO:0043032	3.32286657056535e-06
